15, 3, 15

 F, 1, 2, 5

 F, 1, 3, 0

 E, 1, 4, 93

 C, 1, 4, 21

 F, 1, 4, 3

 F, 1, 5, 2

 E, 1, 6, 10

 C, 1, 6, 64

 F, 1, 6, 9

 F, 1, 7, 6

 F, 1, 8, 3

 F, 1, 9, 3

 F, 1, 10, 1

 F, 1, 11, 0

 E, 1, 12, 91

 C, 1, 12, 174

 F, 1, 12, 9

 F, 1, 13, 3

 E, 1, 14, 98

 C, 1, 14, 131

 F, 1, 14, 9

 F, 1, 15, 4

 F, 2, 1, 4

 F, 2, 3, 0

 F, 2, 4, 8

 F, 2, 5, 0

 F, 2, 6, 3

 E, 2, 7, 94

 C, 2, 7, 210

 F, 2, 7, 6

 F, 2, 8, 0

 F, 2, 9, 8

 F, 2, 10, 7

 F, 2, 11, 2

 F, 2, 12, 4

 F, 2, 13, 0

 F, 2, 14, 3

 F, 2, 15, 5

 F, 3, 1, 4

 E, 3, 2, 7

 C, 3, 2, 159

 F, 3, 2, 1

 F, 3, 4, 8

 F, 3, 5, 3

 F, 3, 6, 7

 F, 3, 7, 9

 F, 3, 8, 98

 F, 3, 9, 9

 F, 3, 10, 9

 F, 3, 11, 2

 F, 3, 12, 7

 E, 3, 13, 90

 C, 3, 13, 236

 F, 3, 13, 8

 E, 3, 14, 94

 C, 3, 14, 34

 F, 3, 14, 5

 F, 3, 15, 95

 F, 4, 1, 0

 F, 4, 2, 1

 E, 4, 3, 95

 C, 4, 3, 139

 F, 4, 3, 5

 F, 4, 5, 9

 F, 4, 6, 3

 F, 4, 7, 5

 F, 4, 8, 0

 E, 4, 9, 91

 C, 4, 9, 175

 F, 4, 9, 2

 F, 4, 10, 10

 F, 4, 11, 94

 F, 4, 12, 6

 F, 4, 13, 3

 F, 4, 14, 5

 F, 4, 15, 7

 F, 5, 1, 8

 F, 5, 2, 95

 E, 5, 3, 90

 C, 5, 3, 169

 F, 5, 3, 10

 F, 5, 4, 0

 F, 5, 6, 10

 E, 5, 7, 99

 C, 5, 7, 73

 F, 5, 7, 7

 F, 5, 8, 4

 F, 5, 9, 7

 F, 5, 10, 9

 F, 5, 11, 10

 F, 5, 12, 5

 F, 5, 13, 8

 F, 5, 14, 5

 F, 5, 15, 0

 F, 6, 1, 6

 E, 6, 2, 98

 C, 6, 2, 120

 F, 6, 2, 0

 F, 6, 3, 6

 F, 6, 4, 4

 F, 6, 5, 3

 F, 6, 7, 9

 F, 6, 8, 2

 F, 6, 9, 1

 E, 6, 10, 99

 C, 6, 10, 34

 F, 6, 10, 0

 F, 6, 11, 4

 F, 6, 12, 2

 F, 6, 13, 3

 F, 6, 14, 5

 F, 6, 15, 0

 E, 7, 1, 2

 C, 7, 1, 263

 F, 7, 1, 7

 E, 7, 2, 93

 C, 7, 2, 6

 F, 7, 2, 4

 F, 7, 3, 9

 F, 7, 4, 0

 E, 7, 5, 93

 C, 7, 5, 18

 F, 7, 5, 8

 F, 7, 6, 0

 F, 7, 8, 9

 F, 7, 9, 2

 F, 7, 10, 99

 E, 7, 11, 97

 C, 7, 11, 46

 F, 7, 11, 0

 F, 7, 12, 4

 E, 7, 13, 4

 C, 7, 13, 182

 F, 7, 13, 2

 F, 7, 14, 93

 F, 7, 15, 5

 E, 8, 1, 94

 C, 8, 1, 80

 F, 8, 1, 10

 F, 8, 2, 1

 F, 8, 3, 3

 F, 8, 4, 0

 F, 8, 5, 9

 F, 8, 6, 8

 E, 8, 7, 92

 C, 8, 7, 53

 F, 8, 7, 2

 E, 8, 9, 92

 C, 8, 9, 31

 F, 8, 9, 7

 E, 8, 10, 6

 C, 8, 10, 612

 F, 8, 10, 94

 F, 8, 11, 5

 F, 8, 12, 9

 F, 8, 13, 0

 F, 8, 14, 3

 F, 8, 15, 0

 F, 9, 1, 9

 F, 9, 2, 9

 F, 9, 3, 91

 E, 9, 4, 10

 C, 9, 4, 171

 F, 9, 4, 9

 E, 9, 5, 91

 C, 9, 5, 106

 F, 9, 5, 5

 F, 9, 6, 3

 F, 9, 7, 6

 E, 9, 8, 93

 C, 9, 8, 176

 F, 9, 8, 10

 F, 9, 10, 7

 F, 9, 11, 5

 F, 9, 12, 7

 F, 9, 13, 10

 F, 9, 14, 2

 F, 9, 15, 6

 F, 10, 1, 8

 E, 10, 2, 97

 C, 10, 2, 10

 F, 10, 2, 6

 F, 10, 3, 10

 F, 10, 4, 6

 F, 10, 5, 7

 F, 10, 6, 1

 E, 10, 7, 96

 C, 10, 7, 22

 F, 10, 7, 2

 F, 10, 8, 2

 E, 10, 9, 92

 C, 10, 9, 29

 F, 10, 9, 1

 E, 10, 11, 90

 C, 10, 11, 343

 F, 10, 11, 2

 F, 10, 12, 1

 E, 10, 13, 93

 C, 10, 13, 28

 F, 10, 13, 4

 F, 10, 14, 5

 F, 10, 15, 98

 E, 11, 1, 92

 C, 11, 1, 118

 F, 11, 1, 9

 F, 11, 2, 92

 F, 11, 3, 7

 F, 11, 4, 5

 F, 11, 5, 2

 E, 11, 6, 91

 C, 11, 6, 10

 F, 11, 6, 1

 F, 11, 7, 6

 E, 11, 8, 98

 C, 11, 8, 38

 F, 11, 8, 9

 F, 11, 9, 8

 F, 11, 10, 6

 F, 11, 12, 8

 F, 11, 13, 10

 F, 11, 14, 90

 E, 11, 15, 98

 C, 11, 15, 362

 F, 11, 15, 3

 F, 12, 1, 3

 E, 12, 2, 1

 C, 12, 2, 196

 F, 12, 2, 5

 F, 12, 3, 9

 F, 12, 4, 2

 E, 12, 5, 98

 C, 12, 5, 107

 F, 12, 5, 92

 F, 12, 6, 4

 F, 12, 7, 10

 F, 12, 8, 99

 F, 12, 9, 9

 F, 12, 10, 2

 F, 12, 11, 5

 E, 12, 13, 97

 C, 12, 13, 119

 F, 12, 13, 4

 F, 12, 14, 7

 F, 12, 15, 9

 F, 13, 1, 0

 F, 13, 2, 4

 E, 13, 3, 95

 C, 13, 3, 51

 F, 13, 3, 7

 E, 13, 4, 92

 C, 13, 4, 24

 F, 13, 4, 1

 F, 13, 5, 3

 F, 13, 6, 3

 F, 13, 7, 10

 E, 13, 8, 6

 C, 13, 8, 649

 F, 13, 8, 2

 E, 13, 9, 95

 C, 13, 9, 105

 F, 13, 9, 6

 E, 13, 10, 97

 C, 13, 10, 7

 F, 13, 10, 1

 F, 13, 11, 4

 F, 13, 12, 0

 F, 13, 14, 8

 F, 13, 15, 7

 F, 14, 1, 3

 E, 14, 2, 92

 C, 14, 2, 12

 F, 14, 2, 6

 E, 14, 3, 94

 C, 14, 3, 240

 F, 14, 3, 90

 F, 14, 4, 4

 F, 14, 5, 10

 F, 14, 6, 5

 F, 14, 7, 5

 F, 14, 8, 4

 F, 14, 9, 1

 F, 14, 10, 92

 E, 14, 11, 98

 C, 14, 11, 24

 F, 14, 11, 10

 F, 14, 12, 4

 E, 14, 13, 5

 C, 14, 13, 153

 F, 14, 13, 10

 F, 14, 15, 6

 F, 15, 1, 10

 F, 15, 2, 0

 F, 15, 3, 93

 E, 15, 4, 92

 C, 15, 4, 13

 F, 15, 4, 6

 F, 15, 5, 8

 E, 15, 6, 94

 C, 15, 6, 18

 F, 15, 6, 8

 F, 15, 7, 6

 E, 15, 8, 91

 C, 15, 8, 5

 F, 15, 8, 3

 E, 15, 9, 95

 C, 15, 9, 20

 F, 15, 9, 8

 F, 15, 10, 0

 F, 15, 11, 3

 E, 15, 12, 91

 C, 15, 12, 58

 F, 15, 12, 8

 E, 15, 13, 7

 C, 15, 13, 81

