35, 33, 23

 F, 1, 2, 94

 F, 1, 3, 0

 E, 1, 4, 93

 C, 1, 4, 5

 F, 1, 4, 0

 F, 1, 5, 0

 F, 1, 6, 0

 E, 1, 7, 3

 C, 1, 7, 790

 F, 1, 7, 0

 F, 1, 8, 2

 F, 1, 9, 0

 F, 1, 10, 0

 E, 1, 11, 92

 C, 1, 11, 50

 F, 1, 11, 0

 E, 1, 12, 2

 C, 1, 12, 399

 F, 1, 12, 0

 F, 1, 13, 91

 E, 1, 14, 2

 C, 1, 14, 214

 F, 1, 14, 0

 F, 1, 15, 3

 F, 1, 16, 2

 F, 1, 17, 0

 F, 1, 18, 0

 F, 1, 19, 0

 F, 1, 20, 2

 F, 1, 21, 0

 F, 1, 22, 5

 F, 1, 23, 0

 F, 1, 24, 0

 F, 1, 25, 3

 F, 1, 26, 4

 F, 1, 27, 0

 E, 1, 28, 95

 C, 1, 28, 5

 F, 1, 28, 0

 F, 1, 29, 4

 F, 1, 30, 0

 F, 1, 31, 5

 F, 1, 32, 0

 F, 1, 33, 0

 F, 1, 34, 2

 F, 1, 35, 93

 E, 2, 1, 4

 C, 2, 1, 601

 F, 2, 1, 98

 F, 2, 3, 2

 F, 2, 4, 0

 E, 2, 5, 92

 C, 2, 5, 50

 F, 2, 5, 0

 F, 2, 6, 0

 F, 2, 7, 90

 E, 2, 8, 2

 C, 2, 8, 1846

 F, 2, 8, 0

 F, 2, 9, 0

 E, 2, 10, 3

 C, 2, 10, 193

 F, 2, 10, 97

 F, 2, 11, 0

 F, 2, 12, 2

 E, 2, 13, 3

 C, 2, 13, 497

 F, 2, 13, 0

 E, 2, 14, 90

 C, 2, 14, 5

 F, 2, 14, 5

 E, 2, 15, 94

 C, 2, 15, 5

 F, 2, 15, 94

 F, 2, 16, 0

 F, 2, 17, 0

 F, 2, 18, 0

 F, 2, 19, 0

 E, 2, 20, 2

 C, 2, 20, 738

 F, 2, 20, 0

 F, 2, 21, 90

 F, 2, 22, 91

 F, 2, 23, 94

 F, 2, 24, 0

 F, 2, 25, 4

 F, 2, 26, 3

 F, 2, 27, 5

 E, 2, 28, 96

 C, 2, 28, 5

 F, 2, 28, 90

 F, 2, 29, 0

 F, 2, 30, 0

 F, 2, 31, 2

 F, 2, 32, 0

 F, 2, 33, 0

 F, 2, 34, 0

 F, 2, 35, 0

 F, 3, 1, 2

 F, 3, 2, 0

 F, 3, 4, 0

 F, 3, 5, 0

 E, 3, 6, 99

 C, 3, 6, 5

 F, 3, 6, 0

 E, 3, 7, 2

 C, 3, 7, 619

 F, 3, 7, 0

 F, 3, 8, 0

 F, 3, 9, 96

 F, 3, 10, 0

 F, 3, 11, 0

 F, 3, 12, 0

 F, 3, 13, 90

 E, 3, 14, 97

 C, 3, 14, 5

 F, 3, 14, 0

 E, 3, 15, 94

 C, 3, 15, 5

 F, 3, 15, 0

 F, 3, 16, 0

 F, 3, 17, 4

 F, 3, 18, 5

 F, 3, 19, 5

 E, 3, 20, 93

 C, 3, 20, 5

 F, 3, 20, 0

 F, 3, 21, 0

 F, 3, 22, 91

 F, 3, 23, 0

 F, 3, 24, 96

 F, 3, 25, 0

 E, 3, 26, 90

 C, 3, 26, 50

 F, 3, 26, 3

 F, 3, 27, 0

 F, 3, 28, 0

 F, 3, 29, 0

 F, 3, 30, 0

 F, 3, 31, 94

 F, 3, 32, 0

 E, 3, 33, 3

 C, 3, 33, 1463

 F, 3, 33, 0

 E, 3, 34, 96

 C, 3, 34, 5

 F, 3, 34, 93

 F, 3, 35, 0

 F, 4, 1, 0

 F, 4, 2, 0

 E, 4, 3, 93

 C, 4, 3, 5

 F, 4, 3, 0

 E, 4, 5, 95

 C, 4, 5, 5

 F, 4, 5, 4

 E, 4, 6, 98

 C, 4, 6, 5

 F, 4, 6, 0

 F, 4, 7, 5

 F, 4, 8, 0

 F, 4, 9, 0

 E, 4, 10, 97

 C, 4, 10, 5

 F, 4, 10, 0

 F, 4, 11, 0

 F, 4, 12, 0

 F, 4, 13, 0

 E, 4, 14, 91

 C, 4, 14, 5

 F, 4, 14, 0

 F, 4, 15, 96

 F, 4, 16, 91

 E, 4, 17, 2

