20, 19, 1

 F, 1, 2, 94

 F, 1, 3, 0

 E, 1, 4, 93

 C, 1, 4, 50

 F, 1, 4, 0

 F, 1, 5, 0

 F, 1, 6, 0

 E, 1, 7, 99

 C, 1, 7, 91

 F, 1, 7, 0

 F, 1, 8, 1

 F, 1, 9, 0

 F, 1, 10, 0

 E, 1, 11, 92

 C, 1, 11, 10

 F, 1, 11, 0

 E, 1, 12, 1

 C, 1, 12, 266

 F, 1, 12, 0

 F, 1, 13, 2

 E, 1, 14, 9

 C, 1, 14, 229

 F, 1, 14, 0

 F, 1, 15, 10

 F, 1, 16, 4

 F, 1, 17, 4

 F, 1, 18, 0

 F, 1, 19, 98

 E, 1, 20, 98

 C, 1, 20, 204

 F, 1, 20, 0

 F, 2, 1, 93

 F, 2, 3, 0

 F, 2, 4, 0

 E, 2, 5, 96

 C, 2, 5, 108

 F, 2, 5, 93

 E, 2, 6, 97

 C, 2, 6, 7

 F, 2, 6, 0

 E, 2, 7, 95

 C, 2, 7, 116

 F, 2, 7, 0

 F, 2, 8, 7

 F, 2, 9, 0

 F, 2, 10, 4

 F, 2, 11, 0

 F, 2, 12, 0

 F, 2, 13, 1

 F, 2, 14, 4

 E, 2, 15, 96

 C, 2, 15, 107

 F, 2, 15, 1

 F, 2, 16, 0

 F, 2, 17, 9

 F, 2, 18, 0

 E, 2, 19, 92

 C, 2, 19, 116

 F, 2, 19, 0

 F, 2, 20, 0

 F, 3, 1, 90

 E, 3, 2, 98

 C, 3, 2, 8

 F, 3, 2, 0

 E, 3, 4, 91

 C, 3, 4, 119

 F, 3, 4, 97

 F, 3, 5, 0

 F, 3, 6, 1

 E, 3, 7, 96

 C, 3, 7, 129

 F, 3, 7, 1

 E, 3, 8, 97

 C, 3, 8, 17

 F, 3, 8, 5

 E, 3, 9, 94

 C, 3, 9, 7

 F, 3, 9, 0

 F, 3, 10, 0

 F, 3, 11, 0

 F, 3, 12, 0

 F, 3, 13, 5

 F, 3, 14, 0

 F, 3, 15, 3

 F, 3, 16, 0

 F, 3, 17, 0

 F, 3, 18, 0

 F, 3, 19, 2

 E, 3, 20, 91

 C, 3, 20, 205

 F, 3, 20, 0

 F, 4, 1, 0

 E, 4, 2, 96

 C, 4, 2, 115

 F, 4, 2, 90

 F, 4, 3, 0

 F, 4, 5, 9

 F, 4, 6, 0

 F, 4, 7, 0

 F, 4, 8, 0

 F, 4, 9, 0

 F, 4, 10, 1

 F, 4, 11, 0

 F, 4, 12, 0

 F, 4, 13, 0

 F, 4, 14, 0

 E, 4, 15, 99

 C, 4, 15, 383

 F, 4, 15, 0

 E, 4, 16, 94

 C, 4, 16, 40

 F, 4, 16, 0

 F, 4, 17, 0

 F, 4, 18, 96

 F, 4, 19, 0

 F, 4, 20, 0

 F, 5, 1, 0

 F, 5, 2, 90

 E, 5, 3, 97

 C, 5, 3, 105

 F, 5, 3, 0

 E, 5, 4, 94

 C, 5, 4, 5

 F, 5, 4, 0

 F, 5, 6, 9

 F, 5, 7, 0

 F, 5, 8, 8

 E, 5, 9, 93

 C, 5, 9, 8

 F, 5, 9, 0

 F, 5, 10, 0

 F, 5, 11, 91

 F, 5, 12, 0

 F, 5, 13, 7

 F, 5, 14, 0

 E, 5, 15, 90

 C, 5, 15, 263

 F, 5, 15, 10

 F, 5, 16, 0

 F, 5, 17, 0

 F, 5, 18, 0

 F, 5, 19, 0

 F, 5, 20, 94

 F, 6, 1, 0

 E, 6, 2, 2

 C, 6, 2, 146

 F, 6, 2, 0

 E, 6, 3, 96

 C, 6, 3, 105

 F, 6, 3, 4

 F, 6, 4, 0

 F, 6, 5, 0

 E, 6, 7, 93

 C, 6, 7, 108

 F, 6, 7, 0

 F, 6, 8, 3

 F, 6, 9, 0

 F, 6, 10, 9

 F, 6, 11, 0

 E, 6, 12, 91

 C, 6, 12, 5

 F, 6, 12, 0

 F, 6, 13, 0

 E, 6, 14, 97

 C, 6, 14, 6

 F, 6, 14, 0

 F, 6, 15, 0

 F, 6, 16, 0

 F, 6, 17, 0

 E, 6, 18, 91

 C, 6, 18, 21

 F, 6, 18, 0

 F, 6, 19, 96

 F, 6, 20, 91

 E, 7, 1, 6
