 10, 1, 2

 F, 1, 2, 0

 F, 1, 3, 4

 E, 1, 4, 92

 C, 1, 4, 5

 F, 1, 4, 0

 F, 1, 5, 2

 E, 1, 6, 10

 C, 1, 6, 26

 F, 1, 6, 9

 E, 1, 7, 90

 C, 1, 7, 19

 F, 1, 7, 7

 F, 1, 8, 3

 E, 1, 9, 92

 C, 1, 9, 35

 F, 1, 9, 10

 E, 1, 10, 90

 C, 1, 10, 17

 F, 1, 10, 10

 E, 2, 1, 91

 C, 2, 1, 19

 F, 2, 1, 9

 E, 2, 3, 98

 C, 2, 3, 5

 F, 2, 3, 9

 F, 2, 4, 4

 E, 2, 5, 90

 C, 2, 5, 10

 F, 2, 5, 1

 E, 2, 6, 98

 C, 2, 6, 29

 F, 2, 6, 9

 F, 2, 7, 0

 E, 2, 8, 93

 C, 2, 8, 8

 F, 2, 8, 2

 E, 2, 9, 91

 C, 2, 9, 27

 F, 2, 9, 3

 E, 2, 10, 94

 C, 2, 10, 12

 F, 2, 10, 6

 E, 3, 1, 91

 C, 3, 1, 11

 F, 3, 1, 6

 E, 3, 2, 93

 C, 3, 2, 105

 F, 3, 2, 96

 E, 3, 4, 4

 C, 3, 4, 129

 F, 3, 4, 90

 E, 3, 5, 92

 C, 3, 5, 21

 F, 3, 5, 1

 E, 3, 6, 99

 C, 3, 6, 10

 F, 3, 6, 8

 F, 3, 7, 6

 F, 3, 8, 3

 F, 3, 9, 8

 F, 3, 10, 3

 E, 4, 1, 92

 C, 4, 1, 118

 F, 4, 1, 9

 E, 4, 2, 94

 C, 4, 2, 5

 F, 4, 2, 1

 E, 4, 3, 9

 C, 4, 3, 18

 F, 4, 3, 9

 E, 4, 5, 97

 C, 4, 5, 106

 F, 4, 5, 8

 F, 4, 6, 0

 E, 4, 7, 7

 C, 4, 7, 25

 F, 4, 7, 1

 E, 4, 8, 97

 C, 4, 8, 17

 F, 4, 8, 5

 E, 4, 9, 94

 C, 4, 9, 19

 F, 4, 9, 3

 E, 4, 10, 90

 C, 4, 10, 12

 F, 4, 10, 0

 F, 5, 1, 1

 E, 5, 2, 95

 C, 5, 2, 16

 F, 5, 2, 5

 F, 5, 3, 2

 F, 5, 4, 9

 F, 5, 6, 5

 E, 5, 7, 96

 C, 5, 7, 6

 F, 5, 7, 4

 E, 5, 8, 92

 C, 5, 8, 131

 F, 5, 8, 10

 F, 5, 9, 94

 F, 5, 10, 6

 E, 6, 1, 92

 C, 6, 1, 42

 F, 6, 1, 9

 E, 6, 2, 94

 C, 6, 2, 102

 F, 6, 2, 99

 F, 6, 3, 3

 F, 6, 4, 1

 F, 6, 5, 1

 F, 6, 7, 6

 E, 6, 8, 91

 C, 6, 8, 6

 F, 6, 8, 0

 F, 6, 9, 10

 F, 6, 10, 5

 F, 7, 1, 4

 E, 7, 2, 94

 C, 7, 2, 38

 F, 7, 2, 7

 E, 7, 3, 95

 C, 7, 3, 95

 F, 7, 3, 90

 F, 7, 4, 0

 F, 7, 5, 5

 F, 7, 6, 8

 F, 7, 8, 0

 F, 7, 9, 6

 E, 7, 10, 98

 C, 7, 10, 7

 F, 7, 10, 0

 E, 8, 1, 97

 C, 8, 1, 19

 F, 8, 1, 6

 E, 8, 2, 90

 C, 8, 2, 5

 F, 8, 2, 1

 E, 8, 3, 99

 C, 8, 3, 10

 F, 8, 3, 4

 E, 8, 4, 91

 C, 8, 4, 22

 F, 8, 4, 0

 E, 8, 5, 98

 C, 8, 5, 14

 F, 8, 5, 7

 F, 8, 6, 8

 F, 8, 7, 4

 E, 8, 9, 93

 C, 8, 9, 109

 F, 8, 9, 2

 E, 8, 10, 91

 C, 8, 10, 18

 F, 8, 10, 3

 E, 9, 1, 98

 C, 9, 1, 5

 F, 9, 1, 0

 E, 9, 2, 90

 C, 9, 2, 5

 F, 9, 2, 0

 E, 9, 3, 2

 C, 9, 3, 58

 F, 9, 3, 7

 E, 9, 4, 93

 C, 9, 4, 7

 F, 9, 4, 4

 F, 9, 5, 9

 E, 9, 6, 90

 C, 9, 6, 9

 F, 9, 6, 4

 E, 9, 7, 97

 C, 9, 7, 10

 F, 9, 7, 6

 E, 9, 8, 3

 C, 9, 8, 12

 F, 9, 8, 5

 E, 9, 10, 98

 C, 9, 10, 7

 F, 9, 10, 2

 F, 10, 1, 99

 E, 10, 2, 97

 C, 10, 2, 5

 F, 10, 2, 0

 F, 10, 3, 4

 E, 10, 4, 4

 C, 10, 4, 210

 F, 10, 4, 2

 F, 10, 5, 93

 E, 10, 6, 96

 C, 10, 6, 14

 F, 10, 6, 10

 F, 10, 7, 3

 E, 10, 8, 94

 C, 10, 8, 11

 F, 10, 8, 1

 F, 10, 9, 3

